08/30/18 ,04:54:46 AM ,42.00 ,51.84 ,30.78
08/30/18 ,04:54:47 AM ,39.00 ,51.94 ,30.76
08/30/18 ,04:54:48 AM ,39.00 ,52.03 ,30.71
08/30/18 ,04:54:49 AM ,39.00 ,51.75 ,30.61
08/30/18 ,04:54:50 AM ,39.00 ,52.12 ,30.67
08/30/18 ,04:54:51 AM ,39.00 ,52.09 ,30.58
08/30/18 ,04:54:52 AM ,39.00 ,52.18 ,30.63
08/30/18 ,04:54:53 AM ,39.00 ,52.02 ,30.56
08/30/18 ,04:54:54 AM ,39.00 ,52.08 ,30.56
08/30/18 ,04:54:55 AM ,39.00 ,52.25 ,30.59
08/30/18 ,04:54:56 AM ,38.00 ,52.23 ,30.46
08/30/18 ,04:54:57 AM ,38.00 ,52.14 ,30.41
08/30/18 ,04:54:58 AM ,38.00 ,52.34 ,30.31
08/30/18 ,04:54:59 AM ,38.00 ,52.37 ,30.30
08/30/18 ,04:55:00 AM ,38.00 ,52.15 ,30.31
08/30/18 ,04:55:01 AM ,38.00 ,52.43 ,30.13
08/30/18 ,04:55:02 AM ,38.00 ,52.02 ,30.15
08/30/18 ,04:55:03 AM ,38.00 ,52.26 ,30.05
08/30/18 ,04:55:04 AM ,38.00 ,52.21 ,29.98
08/30/18 ,04:55:05 AM ,38.00 ,52.32 ,29.96
08/30/18 ,04:55:06 AM ,38.00 ,52.07 ,29.90
08/30/18 ,04:55:07 AM ,38.00 ,52.25 ,29.89
08/30/18 ,04:55:08 AM ,38.00 ,52.28 ,29.81
08/30/18 ,04:55:09 AM ,38.00 ,52.55 ,29.77
08/30/18 ,04:55:10 AM ,38.00 ,52.66 ,29.87
08/30/18 ,04:55:11 AM ,38.00 ,52.37 ,29.72
08/30/18 ,04:55:12 AM ,38.00 ,52.83 ,29.72
08/30/18 ,04:55:13 AM ,38.00 ,52.61 ,29.74
08/30/18 ,04:55:14 AM ,38.00 ,52.82 ,29.77
08/30/18 ,04:55:15 AM ,38.00 ,52.77 ,29.72
08/30/18 ,04:55:16 AM ,38.00 ,52.51 ,29.68
08/30/18 ,04:55:17 AM ,38.00 ,52.54 ,29.61
08/30/18 ,04:55:18 AM ,38.00 ,52.54 ,29.68
08/30/18 ,04:55:20 AM ,38.00 ,52.98 ,29.57
08/30/18 ,04:55:21 AM ,38.00 ,52.73 ,29.51
08/30/18 ,04:55:22 AM ,38.00 ,53.03 ,29.59
08/30/18 ,04:55:23 AM ,38.00 ,53.02 ,29.59
08/30/18 ,04:55:24 AM ,38.00 ,53.02 ,29.59
08/30/18 ,04:55:25 AM ,38.00 ,53.10 ,29.57
08/30/18 ,04:55:26 AM ,37.00 ,53.19 ,29.61
08/30/18 ,04:55:27 AM ,37.00 ,53.09 ,29.68
08/30/18 ,04:55:28 AM ,37.00 ,53.05 ,29.53
08/30/18 ,04:55:29 AM ,38.00 ,53.20 ,29.68
08/30/18 ,04:55:30 AM ,37.00 ,53.25 ,29.49
08/30/18 ,04:55:31 AM ,37.00 ,53.10 ,29.61
08/30/18 ,04:55:32 AM ,37.00 ,53.38 ,29.68
08/30/18 ,04:55:33 AM ,37.00 ,52.99 ,29.62
08/30/18 ,04:55:34 AM ,37.00 ,53.11 ,29.74
08/30/18 ,04:55:35 AM ,37.00 ,53.30 ,29.72
08/30/18 ,04:55:36 AM ,37.00 ,53.25 ,29.59
08/30/18 ,04:55:37 AM ,37.00 ,53.01 ,29.75
