08/30/18 ,04:33:08 AM ,1.00 ,55.88 ,35.43
08/30/18 ,04:33:09 AM ,1.00 ,55.70 ,35.46
08/30/18 ,04:33:10 AM ,1.00 ,55.81 ,35.46
08/30/18 ,04:33:11 AM ,1.00 ,55.82 ,35.41
08/30/18 ,04:33:12 AM ,1.00 ,55.61 ,35.43
08/30/18 ,04:33:13 AM ,1.00 ,55.63 ,35.43
08/30/18 ,04:33:14 AM ,1.00 ,55.68 ,35.33
08/30/18 ,04:33:15 AM ,1.00 ,55.79 ,35.35
08/30/18 ,04:33:16 AM ,1.00 ,55.97 ,35.43
08/30/18 ,04:33:17 AM ,1.00 ,55.97 ,35.48
08/30/18 ,04:33:18 AM ,1.00 ,55.89 ,35.39
08/30/18 ,04:33:19 AM ,1.00 ,55.62 ,35.52
08/30/18 ,04:33:20 AM ,1.00 ,55.59 ,35.56
08/30/18 ,04:33:21 AM ,1.00 ,55.83 ,35.46
08/30/18 ,04:33:22 AM ,1.00 ,55.89 ,35.46
08/30/18 ,04:33:23 AM ,1.00 ,55.61 ,35.52
08/30/18 ,04:33:24 AM ,1.00 ,55.56 ,35.41
08/30/18 ,04:33:25 AM ,1.00 ,55.43 ,35.44
08/30/18 ,04:33:26 AM ,1.00 ,55.83 ,35.46
08/30/18 ,04:33:27 AM ,1.00 ,55.93 ,35.46
08/30/18 ,04:33:28 AM ,1.00 ,55.99 ,35.57
08/30/18 ,04:33:29 AM ,1.00 ,55.95 ,35.52
08/30/18 ,04:33:30 AM ,1.00 ,56.07 ,35.48
08/30/18 ,04:33:31 AM ,1.00 ,55.81 ,35.44
08/30/18 ,04:33:32 AM ,1.00 ,55.63 ,35.41
08/30/18 ,04:33:33 AM ,1.00 ,55.74 ,35.56
08/30/18 ,04:33:34 AM ,1.00 ,55.52 ,35.39
08/30/18 ,04:33:35 AM ,1.00 ,55.83 ,35.44
08/30/18 ,04:33:36 AM ,1.00 ,55.78 ,35.44
08/30/18 ,04:33:37 AM ,1.00 ,56.13 ,35.52
08/30/18 ,04:33:38 AM ,1.00 ,56.15 ,35.48
08/30/18 ,04:33:39 AM ,1.00 ,56.00 ,35.46
08/30/18 ,04:33:40 AM ,1.00 ,56.19 ,35.48
08/30/18 ,04:33:41 AM ,1.00 ,56.37 ,35.35
08/30/18 ,04:33:42 AM ,1.00 ,56.18 ,35.56
